Number of Models: 10
Test Accuracies: [89.48058761804828, 77.5183630640084, 81.71563483735572, 82.0828961175236, 88.45750262329486, 87.1196222455404, 77.88562434417628, 77.20356768100734, 77.25603357817418, 75.7607555089192]
Mean Accuracy: 81.44805876180483
Standard Deviation: 5.189334319018197
Total Time: 0:37:27.124908



########## Model 1 ##########

Test Accuracy: 89.48058761804828


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|      38 |     0.893997 |          0.870982 |         0.696123 |              0.706072 |
|      39 |     0.901291 |          0.884929 |         0.696769 |              0.70801  |
|      40 |     0.898972 |          0.873529 |         0.692569 |              0.702842 |
|      41 |     0.894314 |          0.897048 |         0.685784 |              0.694444 |
|      42 |     0.899565 |          0.879677 |         0.699677 |              0.708656 |
|      43 |     0.894588 |          0.880642 |         0.696446 |              0.707364 |
|      44 |     0.901209 |          0.915716 |         0.695153 |              0.705426 |
|      45 |     0.909115 |          0.878158 |         0.696284 |              0.706072 |
|      46 |     0.895833 |          0.874844 |         0.694346 |              0.705426 |
|      47 |     0.898666 |          0.885415 |         0.704039 |              0.713824 |
|      48 |     0.892264 |          0.883841 |         0.697577 |              0.707364 |
|      49 |     0.900734 |          0.881419 |         0.699838 |              0.709948 |
|      50 |     0.892788 |          0.89426  |         0.692569 |              0.702842 |
|      51 |     0.893809 |          0.874705 |         0.6937   |              0.70478  |
|      52 |     0.899229 |          0.870456 |         0.699192 |              0.709302 |
|      53 |     0.897923 |          0.89131  |         0.695153 |              0.703488 |
|      54 |     0.892934 |          0.872215 |         0.703554 |              0.712532 |
|      55 |     0.892764 |          0.868442 |         0.695477 |              0.70478  |
|      56 |     0.904335 |          0.874094 |         0.696446 |              0.706072 |
|      57 |     0.895076 |          0.878432 |         0.701454 |              0.71124  |
|      58 |     0.892377 |          0.887984 |         0.702746 |              0.71124  |
|      59 |     0.889925 |          0.88013  |         0.701131 |              0.710594 |
|      60 |     0.88827  |          0.879701 |         0.699031 |              0.707364 |
|      61 |     0.8936   |          0.879394 |         0.703231 |              0.710594 |
|      62 |     0.890513 |          0.877358 |         0.700485 |              0.709302 |
